customer_id,account_balance,credit_limit,monthly_spending,credit_score,account_type,risk_category,years_with_bank,monthly_income,loan_amount,payment_history_score,utilization_ratio,debt_to_income,risk_score,profit_margin
212,16372.34,27146.524789617044,2307.92,800,Credit,Low,15,4677.85,61858.51,0.8648392068236206,0.085,1.102,1.15,62.53
213,12469.02,30787.349546878788,4265.45,400,Investment,High,10,11220.85,30984.71,0.5260229193780657,0.139,0.23,6.59,97.78
214,7919.53,38479.27981556429,4486.83,300,Savings,High,16,2274.95,8579.43,0.9421225869644771,0.117,0.314,0.68,97.66
215,1857.7,40836.30119708858,499.8,600,Savings,High,12,7446.13,9093.54,0.9313375814728628,0.012,0.102,0.08,11.85
216,9306.36,36188.030735098226,4440.63,850,Credit,Low,5,12086.25,92322.37,0.7216601603863493,0.123,0.637,3.42,98.12
217,935.2,47820.6611017918,2351.93,850,Checking,Medium,2,6403.53,68927.93,0.7929315252639608,0.049,0.897,1.01,47.97
218,2089.69,1893.39655114172,2650.08,500,Investment,High,10,9328.58,12710.26,0.9880391662362594,1.0,0.114,1.2,55.09
219,1439.36,10593.12129849376,3207.64,400,Investment,Low,1,4664.73,35672.32,0.7661521819240831,0.303,0.637,7.09,65.59
220,3370.48,1370.580873928964,4646.64,500,Checking,Low,7,11645.94,59248.3,0.9526609141880449,1.0,0.424,4.73,96.3
221,95988.9,32726.260993575546,291.76,500,Checking,Medium,17,2679.63,83557.17,0.5415193789050932,0.009,2.0,0.41,101.82
222,181.11,45003.49689854936,2488.85,700,Checking,High,16,13083.05,4366.09,0.5955259343543414,0.055,0.028,2.22,49.96
223,8344.77,12930.632532238664,3501.07,700,Credit,Low,3,4576.55,23663.31,0.7203774717206589,0.271,0.431,7.58,78.37
224,265.32,46424.692695019025,3668.99,700,Credit,Medium,14,13367.17,88974.9,0.7923784041686524,0.079,0.555,1.64,73.65
225,1468.65,3953.102124188482,3524.16,400,Investment,High,10,6582.88,916.56,0.9081139259314002,0.891,0.012,8.19,71.95
226,15266.65,46787.3653134702,845.29,500,Credit,Medium,7,11394.89,20139.91,0.9941310575715934,0.018,0.147,0.01,32.17
227,3282.7,18229.511674742087,1637.1,300,Savings,Medium,17,6149.93,95902.42,0.6944257482370582,0.09,1.3,2.75,36.02
228,591.93,5969.62059401161,1921.83,600,Investment,Low,6,13776.85,61340.18,0.5237078180700425,0.322,0.371,15.34,39.03
229,1019.48,24807.716200129955,4061.3,700,Credit,Low,4,3646.28,26167.14,0.9005857516476624,0.164,0.598,1.63,82.25
230,8261.79,13582.05181830489,1538.05,700,Checking,Low,17,4320.76,6699.11,0.802190359541404,0.113,0.129,2.24,39.02
231,996.7,14958.77219613422,1211.38,850,Savings,Medium,9,8409.39,2819.13,0.5992714294341008,0.081,0.028,3.25,25.22
232,4124.45,16057.208281388042,4795.75,500,Checking,Low,4,3065.2,24474.51,0.7474142283107101,0.299,0.665,7.55,100.04
233,3191.86,40348.268993800506,242.54,500,Investment,Medium,7,4547.74,88148.58,0.8711551227668621,0.006,1.615,0.08,8.04
234,1121.7,27418.90255708747,4989.54,400,Checking,Medium,2,14268.96,41591.37,0.8852058935343219,0.182,0.243,2.09,100.91
235,74303.71,16254.077258644178,3448.74,400,Credit,Low,17,14694.37,72033.34,0.7498092059993811,0.212,0.409,5.3,143.28
236,7714.67,30906.355382235,4176.65,700,Credit,High,8,6891.37,91828.5,0.6526072650644296,0.135,1.11,4.69,91.25
237,142.92,36091.38303693649,1614.17,500,Investment,High,15,14002.72,40804.05,0.9868712910192468,0.045,0.243,0.06,32.43
238,3942.94,14358.576035943155,268.71,300,Checking,High,15,9082.72,19127.74,0.8316813054782464,0.019,0.175,0.32,9.32
239,1104.69,21263.905974742225,3741.77,600,Investment,Medium,8,5506.65,51711.79,0.7041187596731493,0.176,0.783,5.21,75.94
240,10706.97,6972.41857351043,4203.89,500,Checking,Medium,16,11131.18,90808.37,0.6402316121023262,0.603,0.68,21.69,94.78
241,907.98,9876.318127199336,3754.29,850,Savings,Medium,19,10565.72,80437.44,0.865551491501781,0.38,0.634,5.11,75.99
242,2509.64,34374.774844284155,885.68,500,Credit,Low,11,14858.63,6582.98,0.6210917227968838,0.026,0.037,0.99,20.22
243,6358.07,9890.47903708572,3816.45,800,Investment,Medium,2,5445.61,69257.28,0.5858549944868441,0.386,1.06,15.99,82.69
244,10923.07,26733.005799685947,3890.83,400,Savings,Low,17,10736.77,57189.75,0.7649169444810351,0.146,0.444,3.43,88.74
245,492.53,35743.2668243992,3360.99,850,Savings,Low,16,2676.31,90746.32,0.6449936963220709,0.094,2.0,3.34,67.71
246,1804.88,6236.969231642448,3877.36,600,Investment,High,15,3477.4,12248.14,0.8144525724618075,0.622,0.294,11.54,79.35
247,1462.03,28798.298761816273,4260.42,700,Investment,High,13,2050.94,53403.61,0.5589693374371167,0.148,2.0,6.53,86.67
248,1118.79,13571.576401366825,3145.3,850,Savings,High,15,14992.99,87946.27,0.8274705522836607,0.232,0.489,4.0,64.02
249,42115.93,48183.41688664141,625.3,500,Checking,Low,4,12429.56,41002.38,0.6416482639988511,0.013,0.275,0.47,54.62
250,5472.4,24693.736689276313,2540.61,700,Savings,Low,16,12227.4,48199.49,0.5001214672172564,0.103,0.328,5.15,56.28
251,449.74,40493.634938982745,572.72,500,Investment,Low,12,8626.44,7046.07,0.5634680288370881,0.014,0.068,0.61,11.9
252,11811.07,27961.100565656827,2156.21,700,Savings,Medium,4,5900.87,27814.36,0.966807688917547,0.077,0.393,0.26,54.94
253,71914.58,3127.214109886139,2154.11,600,Checking,Low,3,3966.44,32450.66,0.9336773195576789,0.689,0.682,4.57,115.0
254,14026.42,32024.417404107095,516.85,400,Credit,High,17,5700.77,94512.24,0.6168045160181184,0.016,1.382,0.61,24.36
255,305.19,47618.76376812619,1874.34,600,Credit,High,18,6887.63,28266.74,0.8891859522727457,0.039,0.342,0.43,37.79
256,1441.8,30478.97918717023,732.79,800,Savings,Low,18,11832.03,46086.87,0.8042857965869872,0.024,0.325,0.47,16.1
257,19937.68,41140.25411191272,4079.53,300,Checking,Low,17,9015.6,67130.44,0.9854523557249347,0.099,0.621,0.14,101.53
258,1031.22,44326.11670407198,4748.9,400,Credit,High,12,3007.29,16218.34,0.6868028297670296,0.107,0.449,3.35,96.01
259,5800.67,12175.90882549769,547.12,600,Savings,Low,4,2234.38,48644.24,0.8407303062585856,0.045,1.814,0.72,16.74
260,9527.63,11390.197155503105,4784.55,800,Savings,High,12,3330.32,73853.9,0.5317678612119593,0.42,1.848,19.67,105.22
261,742.19,30938.068453698594,2708.37,300,Checking,Medium,15,7336.48,86685.52,0.698123673408203,0.088,0.985,2.66,54.91
262,2726.33,21140.39502052853,1637.92,800,Investment,High,16,14131.51,62625.93,0.9819088305940902,0.077,0.369,0.14,35.48
263,23.06,42153.203840469294,568.94,500,Savings,Medium,5,10286.23,66905.35,0.7694904372250603,0.013,0.542,0.3,11.4
264,641.25,45101.133046502546,2603.0,500,Investment,Low,15,12423.74,12628.35,0.6439397516674223,0.058,0.085,2.07,52.7
265,2040.9,18317.647585833187,4013.67,700,Investment,Low,17,8062.87,94577.65,0.5601354815643034,0.219,0.978,9.63,82.31
266,458.67,12606.65738974962,3594.02,400,Credit,Medium,18,6701.66,13257.41,0.8517641700907652,0.285,0.165,4.22,72.34
267,34496.63,39245.75024694923,441.08,500,Investment,Low,5,3409.2,77467.29,0.8224280217148634,0.011,1.894,0.2,43.32
268,348.9,14465.49574185867,549.93,850,Checking,Medium,13,13387.13,26481.63,0.6869693568018873,0.038,0.165,1.19,11.35
269,1540.61,41308.10160717024,2133.79,800,Credit,Low,19,12181.08,93359.31,0.9754706759329171,0.052,0.639,0.13,44.22
270,3626.82,21763.174428789378,1617.39,400,Credit,High,13,4185.54,71995.95,0.5111014064939252,0.074,1.433,3.62,35.97
271,25897.71,33709.94506528205,1315.44,850,Credit,Low,18,8659.39,75381.37,0.6518619258159128,0.039,0.725,1.36,52.21
272,345.92,5681.230377898741,1548.82,500,Savings,High,14,8335.87,21905.92,0.9605347431497907,0.273,0.219,1.08,31.32
273,17064.33,31569.106909152077,4056.72,700,Savings,High,4,10126.19,44304.0,0.6604677191597201,0.129,0.365,4.38,98.2
274,3027.07,23136.616258124228,4660.29,600,Investment,Medium,4,14300.43,61781.32,0.6261264169275852,0.201,0.36,7.51,96.23
275,683.85,29743.81469559823,2144.49,700,Credit,Low,19,9537.03,76997.36,0.7671102049656237,0.072,0.673,1.68,43.57
276,5961.96,9232.696179498307,4549.33,850,Credit,Medium,13,9022.82,10395.94,0.911900874960269,0.493,0.096,4.34,96.95
277,4018.2,37106.81350226492,1743.18,300,Checking,Low,12,2654.2,96236.53,0.5515733804391805,0.047,2.0,2.11,38.88
278,1211.57,43277.0567996182,2486.9,500,Investment,High,7,2817.8,89022.07,0.9715103548228681,0.057,2.0,0.16,50.95
279,3310.0,11620.250204448006,1284.94,850,Checking,High,12,4435.51,27034.86,0.897536440590582,0.111,0.508,1.14,29.01
280,1672.42,5690.013220487925,3274.29,300,Investment,Low,4,2422.12,82276.02,0.5906251277757759,0.575,2.0,23.54,67.16
281,3534.32,2158.2907162704832,4899.11,300,Investment,Low,2,11663.59,51832.39,0.8560039805990813,1.0,0.37,14.4,101.52
282,8048.14,32456.603521720033,3096.77,800,Savings,Medium,2,11403.29,46180.65,0.6924793613187785,0.095,0.337,2.92,69.98
283,32177.58,30747.60776835026,1917.51,400,Savings,Low,5,3768.73,31443.41,0.7011473390381593,0.062,0.695,1.85,70.53
284,465.58,27788.17322298943,3309.52,800,Checking,Low,10,12869.03,58096.86,0.8916450462194332,0.119,0.376,1.29,66.66
285,73097.55,12365.407709682795,790.02,500,Investment,Low,10,4012.22,72988.91,0.9813924039903661,0.064,1.516,0.12,88.9
286,159.47,20154.39379937022,4465.56,300,Credit,Medium,9,5915.28,41093.29,0.563327936423597,0.222,0.579,9.69,89.47
287,2373.98,30129.340424122478,2614.8,850,Savings,Low,13,5236.7,62921.92,0.7103151184394096,0.087,1.001,2.52,54.67
288,7204.61,25341.5760840993,2356.88,600,Credit,High,7,6839.99,69931.29,0.7404708040421517,0.093,0.852,2.41,54.34
289,4543.66,49401.490490529475,3012.15,300,Checking,Medium,5,5310.63,71112.18,0.6881559084774989,0.061,1.116,1.9,64.79
290,1171.4,7685.547875279924,3198.96,850,Savings,Medium,10,8356.36,5196.61,0.6815945618581125,0.416,0.052,13.25,65.15
291,2181.61,35062.083148332094,544.52,600,Savings,High,10,7296.3,85974.78,0.5261343337807982,0.016,0.982,0.76,13.07
292,1422.97,20811.619637110314,3476.56,800,Investment,High,6,14825.4,45825.33,0.8427693102813116,0.167,0.258,2.63,70.95
293,1231.46,21981.781131355125,1361.27,800,Checking,High,19,2727.04,26241.61,0.7181072085600226,0.062,0.802,1.75,28.46
294,10661.59,36162.290517250636,3626.97,400,Investment,Low,8,3848.36,24176.45,0.5973969013219633,0.1,0.524,4.03,83.2
295,5092.5,34929.371414894114,4148.17,850,Savings,High,1,2686.74,48301.41,0.9080167511510342,0.119,1.498,1.09,88.06
296,1054.3,49571.54369140723,4059.0,300,Checking,Low,17,10135.94,88683.15,0.901280374075814,0.082,0.729,0.81,82.23
297,11491.92,7291.320183252136,2852.0,700,Savings,Medium,7,2708.62,37834.76,0.7431958140444469,0.391,1.164,10.04,68.53
298,4726.54,6101.372819824151,2696.82,800,Checking,Medium,14,12873.72,74972.57,0.6492253305738802,0.442,0.485,15.5,58.66
299,10089.93,36492.602039308316,885.8,800,Savings,High,17,8655.2,9681.87,0.8190463628982262,0.024,0.093,0.43,27.81
300,7665.18,29340.958933314047,3921.66,400,Credit,Low,9,8851.1,47605.67,0.6440760678887015,0.134,0.448,4.77,86.1
301,859.63,14433.872661430487,1502.77,600,Credit,High,17,9300.73,99168.61,0.6180039651618561,0.104,0.889,3.97,30.92
302,1286.56,4891.549080460343,2584.14,400,Investment,High,5,4220.58,77043.78,0.8652573270131634,0.528,1.521,7.11,52.97
303,9144.8,5197.254230225096,1564.52,300,Credit,Low,8,4569.97,21052.85,0.5201626198604754,0.301,0.384,14.44,40.44
304,7446.92,44815.352858541795,842.38,850,Savings,High,6,6144.63,50144.15,0.547384235517297,0.019,0.68,0.86,24.29
305,2888.95,10401.498911218403,3221.88,500,Savings,Medium,11,9715.45,23362.48,0.5033940870117949,0.31,0.2,15.39,67.33
306,3554.58,16845.20654366052,460.79,500,Credit,High,19,4731.53,40956.09,0.5764715932377131,0.027,0.721,1.14,12.77
307,20261.9,12106.163709122413,3793.5,850,Investment,Low,4,3512.31,78008.4,0.5344950043552297,0.313,1.851,14.57,96.13
308,1227.39,18394.818985764927,1724.42,600,Credit,Low,18,14611.52,77122.48,0.9979011838899593,0.094,0.44,0.02,35.72
309,6772.64,4401.768294558575,200.65,800,Checking,Medium,1,2285.76,22810.04,0.6444049849770448,0.046,0.832,1.64,10.79
310,2201.1,26433.929754505247,2653.42,600,Checking,Low,13,12435.07,92222.33,0.5746340063346236,0.1,0.618,4.25,55.27
311,2150.55,4313.015616018531,424.89,800,Checking,Low,14,12244.46,59256.82,0.620498128997959,0.099,0.403,3.76,10.65
312,15493.34,40217.46888329572,1525.61,800,Credit,Medium,1,5863.78,37992.43,0.9680627857700673,0.038,0.54,0.12,46.01
313,10281.74,12451.892013611217,3593.49,500,Credit,High,11,3763.15,50193.56,0.7600801115121978,0.289,1.112,6.93,82.15
314,10099.73,27460.58381562102,500.91,600,Credit,Medium,17,3893.17,60507.13,0.6824090481539284,0.018,1.295,0.57,20.12
315,21125.12,44123.87529051145,4228.82,400,Checking,High,4,11066.61,55989.05,0.9366957289546096,0.096,0.422,0.61,105.7
316,3076.37,32892.99108331252,218.34,800,Investment,Medium,12,10356.49,48640.5,0.6974951352745162,0.007,0.391,0.21,7.44
317,8291.03,27114.93154101543,1384.75,700,Savings,High,10,12175.69,50493.28,0.667504284978848,0.051,0.346,1.7,35.99
318,1871.7,16892.353902653405,3756.34,700,Credit,Medium,6,14187.26,17641.19,0.6036412612748678,0.222,0.104,8.8,77.0
319,4847.65,17317.093739851698,1718.1,400,Investment,High,1,10995.06,81273.29,0.6888984119547057,0.099,0.616,3.08,39.21
320,2452.31,33804.860804711316,689.08,700,Savings,Medium,7,4026.07,54176.03,0.6583421780084631,0.02,1.121,0.68,16.23
321,3447.81,49712.828699837206,1929.12,300,Savings,High,16,5164.75,13107.99,0.8386519796490706,0.039,0.211,0.63,42.03
322,7278.9,33430.12030261955,1497.89,800,Savings,Medium,14,12948.52,76615.71,0.6447913523353636,0.045,0.493,1.6,37.24
323,873.64,28331.38745113122,4245.02,400,Investment,Low,6,4720.98,93244.4,0.7885998732112807,0.15,1.646,3.17,85.77
324,68773.99,36801.875001723056,1704.07,600,Investment,High,5,2942.79,94730.69,0.5329460825159864,0.046,2.0,2.15,102.86
325,659.17,23795.07500190219,3986.88,800,Checking,Medium,18,11142.64,36901.77,0.5956445783482571,0.168,0.276,6.79,80.4
326,482.37,3946.9747874384757,4480.99,400,Investment,High,15,7232.84,13551.69,0.7037026358056744,1.0,0.156,29.63,90.1
327,16935.48,28552.54397801758,2282.32,500,Investment,High,6,13960.52,51839.96,0.9684746269543477,0.08,0.309,0.25,62.58
328,9774.13,47923.63894076363,4567.73,600,Investment,Medium,19,10453.32,11260.92,0.6886259928578478,0.095,0.09,2.96,101.13
329,7602.1,9589.844175525322,2011.13,500,Savings,High,1,3175.45,93398.74,0.832037060599917,0.21,2.0,3.53,47.82
330,7650.44,34810.23965021262,4827.58,800,Credit,Medium,1,14322.14,18357.96,0.6275436112106991,0.139,0.107,5.18,104.2
331,2926.7,10845.750744293768,628.59,600,Checking,Low,13,5361.24,25276.59,0.5635167879866159,0.058,0.393,2.53,15.5
332,775.97,27255.556539180983,3497.69,700,Credit,High,3,6383.76,40663.65,0.5292683000400251,0.128,0.531,6.03,70.73
333,3339.94,5737.146032689261,2570.31,400,Credit,Low,10,7229.39,38316.45,0.6527067492713756,0.448,0.442,15.56,54.75
334,1079.5,23068.175876651072,2060.71,800,Investment,High,3,2665.92,79466.29,0.5788305133984539,0.089,2.0,3.75,42.29
335,12870.33,38052.00311586706,3237.02,300,Checking,High,9,8454.7,45631.68,0.5870052240080621,0.085,0.45,3.51,77.61
336,2390.87,18031.004687710123,3578.51,600,Credit,High,8,3603.14,17076.83,0.880379654193475,0.198,0.395,2.37,73.96
337,864.16,33580.67449987368,220.94,600,Credit,Medium,3,7212.61,26720.99,0.5079190354724371,0.007,0.309,0.34,5.28
338,1840.74,39977.04807869673,1001.37,850,Checking,Low,13,6559.23,50911.34,0.7789050628677172,0.025,0.647,0.55,21.87
339,5538.05,46431.71315449318,3622.62,800,Investment,High,6,12046.92,14745.39,0.6897306902967324,0.078,0.102,2.42,77.99
340,1279.74,12497.462010917223,3398.65,800,Credit,Medium,13,12441.22,61165.57,0.7532749999542736,0.272,0.41,6.71,69.25
341,868.41,20566.4798746561,4837.03,500,Savings,High,12,3994.37,56574.73,0.7814151186073015,0.235,1.18,5.14,97.61
342,4296.39,8468.384653190455,3852.98,850,Credit,Medium,13,6765.17,71470.23,0.6566838472286392,0.455,0.88,15.62,81.36
343,4304.64,49631.69160576039,4763.71,700,Savings,High,2,6853.59,93770.46,0.6475544300921426,0.096,1.14,3.38,99.58
344,1393.52,46423.04742829047,3572.19,500,Investment,Low,16,3968.34,91225.46,0.8667009246674529,0.077,1.916,1.03,72.84
345,1470.62,27457.89938374742,1630.65,850,Credit,Low,6,12379.9,94607.56,0.9356384940605786,0.059,0.637,0.38,34.08
346,4222.05,42259.63142444464,705.75,500,Checking,High,19,11193.97,24471.56,0.5962908162292639,0.017,0.182,0.69,18.34
347,339.64,26526.940886330067,3952.75,700,Checking,Medium,13,4474.96,13156.53,0.5488093802675744,0.149,0.245,6.72,79.39
348,360.97,31555.698712135225,3291.92,850,Credit,High,17,6767.38,30227.67,0.948897903196013,0.104,0.372,0.53,66.2
349,1014.69,5367.097173684814,431.29,850,Investment,Medium,9,3375.47,89508.52,0.6749477318236994,0.08,2.0,2.6,9.64
350,2164.25,38008.250604343586,1928.24,300,Investment,High,17,10166.69,97205.35,0.7756586953314071,0.051,0.797,1.14,40.73
351,4752.19,7257.960698126506,4792.64,500,Checking,Medium,2,3577.84,85932.5,0.6797715722600017,0.66,2.0,21.14,100.6
352,27256.15,41477.31388237389,2601.93,500,Credit,Low,19,14817.14,11001.77,0.5629011681730256,0.063,0.062,2.75,79.29
353,10791.23,39319.37629584891,2277.1,600,Investment,High,19,12148.87,94742.8,0.7946658224738641,0.058,0.65,1.19,56.33
354,2345.12,35728.49018940584,2396.96,700,Checking,Low,7,7073.1,42335.8,0.7625704258848148,0.067,0.499,1.59,50.28
355,2897.13,2771.858645713344,1202.64,400,Savings,Low,10,9521.33,931.03,0.6014967795955986,0.434,0.008,17.3,26.95
356,662.62,15853.289441321102,1969.79,300,Credit,High,10,13847.44,44239.37,0.7259345223261389,0.124,0.266,3.4,40.06
357,2899.32,13892.5159256313,1975.1,850,Savings,High,9,9203.29,4606.92,0.898473752007823,0.142,0.042,1.44,42.4
358,1933.35,18646.683966104436,451.3,850,Savings,Medium,17,4268.48,54387.79,0.7952130515539457,0.024,1.062,0.49,10.96
359,4837.13,5294.494591428089,3884.32,850,Investment,Medium,15,6923.14,33855.4,0.5484586635334974,0.734,0.408,33.14,82.52
360,861.91,46910.93332852208,2199.22,300,Investment,Low,2,12960.88,47343.49,0.7740107486145675,0.047,0.304,1.06,44.85
361,6496.51,28136.309794906436,4146.46,850,Investment,Medium,4,10374.77,61317.04,0.8513691496447935,0.147,0.493,2.18,89.43
362,29706.12,15970.691222243153,4281.67,850,Credit,Medium,19,10459.42,86880.11,0.8963517028903757,0.268,0.692,2.78,115.34
363,2532.24,20452.094336639886,1217.57,700,Savings,High,17,13268.68,66190.16,0.8145587893171333,0.06,0.416,1.11,26.88
364,5445.62,22912.92448473695,3355.3,800,Credit,Medium,5,13621.65,43404.89,0.5763290822703919,0.146,0.266,6.19,72.55
365,8393.53,30429.122334670246,2466.95,800,Investment,Low,7,13957.3,81942.79,0.8550866332950804,0.081,0.489,1.17,57.73
366,1632.99,26268.29195712839,4424.75,600,Savings,Medium,18,3233.04,90558.21,0.8386709230407582,0.168,2.0,2.71,90.13
367,4171.95,46050.20668750645,1235.56,600,Credit,Low,7,9073.64,11976.0,0.5122134414703166,0.027,0.11,1.32,28.88
368,3037.8,25351.21066238568,3453.5,850,Credit,High,17,11626.62,53193.3,0.7058738337951216,0.136,0.381,4.0,72.11
369,3451.33,49615.74272634232,3117.21,700,Checking,Low,7,11840.05,28451.2,0.6664751234811866,0.063,0.2,2.1,65.8
370,934.94,42719.82292950969,1617.45,850,Credit,Medium,4,9887.31,4706.12,0.8347060321268217,0.038,0.04,0.63,33.28
371,3092.59,11217.015203509454,855.68,600,Investment,High,8,4168.24,66854.67,0.6080679061554604,0.076,1.337,2.98,20.21
372,6291.77,46599.1655175519,3327.87,300,Credit,Medium,13,12366.47,86277.08,0.7954359614871293,0.071,0.581,1.45,72.85
373,26283.99,6701.953496388329,3745.27,300,Savings,High,4,11361.45,16290.27,0.9566029809070862,0.559,0.119,2.43,101.19
374,12567.96,41055.035716068385,1715.01,400,Credit,High,6,3119.77,81241.37,0.8989011861043039,0.042,2.0,0.42,46.87
375,75340.54,19650.541380352424,3295.2,800,Checking,Medium,5,8029.53,85339.57,0.9607288681082652,0.168,0.886,0.66,141.24
376,942.92,44020.74170180841,2096.63,700,Savings,Medium,12,4261.71,91434.04,0.989252983466345,0.048,1.788,0.05,42.88
377,11031.18,43534.777815265064,3623.39,500,Savings,High,4,6387.2,26528.51,0.5053350635030813,0.083,0.346,4.11,83.5
378,3924.57,40490.344605763436,1156.23,800,Checking,High,9,2235.05,90395.31,0.8113706381887388,0.029,2.0,0.55,27.05
379,79594.83,39711.491379046005,4473.03,500,Investment,Medium,4,7204.29,32066.28,0.7064196988794532,0.113,0.371,3.32,169.06
380,886.74,15929.277815803998,1579.57,400,Savings,Low,19,9148.4,55233.8,0.9299272451675609,0.099,0.503,0.69,32.48
381,845.91,4965.044869511356,1965.37,400,Investment,Medium,14,10054.57,5050.75,0.6259073510045658,0.396,0.042,14.81,40.15
382,1213.07,20746.02875949291,478.84,850,Savings,High,5,10625.37,4388.11,0.9905147445575381,0.023,0.034,0.02,10.79
383,123.24,9502.701234338925,735.26,600,Savings,Medium,18,12871.79,72037.32,0.8068539847718736,0.077,0.466,1.49,14.83
384,1354.74,35052.60335622062,2676.14,400,Investment,Low,10,4801.02,44448.0,0.8967687011144154,0.076,0.772,0.78,54.88
385,954.61,17958.886600351492,1484.44,400,Savings,Medium,19,3566.26,25629.24,0.5427997764113841,0.083,0.599,3.79,30.64
386,3735.33,48804.89984213583,4210.31,500,Investment,High,12,13069.98,19041.35,0.5917289423794325,0.086,0.121,3.51,87.94
387,4977.26,32407.63178992127,270.53,600,Checking,Medium,18,4035.97,66995.35,0.8792018365171016,0.008,1.383,0.1,10.39
388,49724.66,41301.547618083685,2019.65,400,Investment,High,17,14671.88,40.15,0.5109932610196618,0.049,0.0,2.4,90.12
389,12402.28,7493.708964350573,1819.26,800,Checking,High,11,12953.0,80589.12,0.9084389929468915,0.243,0.518,2.22,48.79
390,1254.69,43238.709631358506,292.77,400,Savings,Medium,3,8511.4,7924.96,0.5069745093459557,0.007,0.078,0.35,7.11
391,774.62,46215.10233515632,796.97,600,Investment,High,17,14758.48,19148.96,0.8285594195306367,0.017,0.108,0.29,16.71
392,6234.66,24866.03402212786,2185.48,850,Savings,High,1,3265.9,38623.64,0.6825469601159029,0.088,0.986,2.79,49.94
393,411.43,30706.393949797894,2565.75,700,Investment,Low,15,5939.85,48485.87,0.8057474263595996,0.084,0.68,1.63,51.73
394,46499.1,38475.680244246774,2140.59,600,Checking,Low,9,10296.92,35499.51,0.8480157034945568,0.056,0.287,0.85,89.31
395,17486.08,9567.092735760214,2748.5,500,Checking,Low,15,6550.09,32071.22,0.671237609593152,0.287,0.408,9.44,72.46
396,1474.74,25625.737746708677,3056.63,700,Investment,Low,3,14068.84,96391.6,0.5539812240554178,0.119,0.571,5.31,62.61
397,228.22,20534.48836084334,247.63,800,Checking,High,19,2853.14,64157.97,0.5348229338741328,0.012,1.874,0.56,5.18
398,22715.63,8172.325615950206,2427.66,300,Savings,Medium,13,9142.35,2343.3,0.7944680112812739,0.297,0.021,6.1,71.27
399,2510.38,19009.186692285042,4824.8,600,Savings,High,12,9681.26,43017.59,0.7603276768670557,0.254,0.37,6.09,99.01
400,19086.27,4340.443159889185,2691.35,850,Credit,High,1,10485.47,87500.87,0.8711005045605662,0.62,0.695,7.99,72.91
401,272.7,2264.7834405248623,3452.2,500,Checking,High,17,5323.66,30145.62,0.7548677550019686,1.0,0.472,24.51,69.32
402,1213.1,7623.1481685863155,1696.95,800,Savings,Medium,13,6739.36,9455.63,0.7112228950154396,0.223,0.117,6.44,35.15
403,3004.5,48192.64046786952,3915.16,700,Investment,Low,1,12967.85,75838.48,0.6990435891181155,0.081,0.487,2.44,81.31
404,3198.61,27926.94725885583,3910.02,800,Checking,High,10,4534.26,60601.38,0.5132234512988337,0.14,1.114,6.81,81.4
405,1517.62,48325.285896507776,2702.22,600,Savings,High,15,12749.28,57031.25,0.6677786008483286,0.056,0.373,1.86,55.56
406,7587.63,22192.396038176466,4884.87,400,Checking,Low,7,9314.52,5357.66,0.9880100787622471,0.22,0.048,0.26,105.29
407,600.98,16278.990521177719,802.64,850,Investment,High,18,11908.44,14049.9,0.9367777881135444,0.049,0.098,0.31,16.65
408,2407.71,25800.95127917196,281.35,600,Savings,Medium,16,11276.9,62254.94,0.6646890335171088,0.011,0.46,0.37,8.03
409,3570.44,22536.072743012595,3896.76,300,Credit,High,14,4697.65,20782.38,0.7938977025331861,0.173,0.369,3.57,81.51
410,6448.86,6177.569528825452,4074.35,600,Credit,High,18,9394.57,50407.01,0.9236483727677469,0.66,0.447,5.04,87.94
411,8668.25,32400.489419820104,776.99,700,Checking,Low,7,13280.4,54488.17,0.7206371683750343,0.024,0.342,0.67,24.21
412,551.72,11585.870942970381,1474.8,700,Investment,High,17,7617.51,28350.72,0.5089789318750755,0.127,0.31,6.24,30.05
413,298.52,31359.80978999365,284.25,600,Savings,High,18,14565.68,94842.52,0.53725523090932,0.009,0.543,0.42,5.98
414,20262.26,32859.85352750951,1607.88,700,Investment,Medium,12,7878.8,84246.41,0.7551963606743533,0.049,0.891,1.2,52.42
415,4907.26,8449.217803303758,3911.08,400,Savings,Low,8,3856.21,72237.35,0.9847196878379392,0.463,1.561,0.71,83.13
416,969.97,4006.13172842274,2686.21,800,Checking,Low,2,7062.65,7799.39,0.8466047711094339,0.671,0.092,10.29,54.69
417,30538.03,39257.31771735355,1870.86,600,Savings,Medium,7,14372.13,10613.0,0.5354580957192847,0.048,0.062,2.23,67.96
418,3545.77,23530.22076469669,1984.35,850,Investment,High,4,6156.37,49278.13,0.5946804378959314,0.084,0.667,3.4,43.23
419,17482.33,3850.025979768314,206.5,400,Investment,Low,18,13285.28,16071.33,0.8856615716084251,0.054,0.101,0.62,21.61
420,3298.68,49748.44954131859,1639.04,800,Checking,Low,6,13456.26,97826.55,0.9207198799781224,0.033,0.606,0.26,36.08
421,65586.29,3831.2474888219654,3303.0,850,Investment,High,9,6552.42,15852.02,0.8088472930942954,0.862,0.202,16.48,131.65
422,41481.85,35056.72621406911,4876.13,850,Savings,High,9,3082.35,48746.78,0.8222115848149083,0.139,1.318,2.47,139.0
423,2051.97,49200.267337907266,4265.89,850,Checking,Low,14,11419.25,36412.11,0.5141687251916923,0.087,0.266,4.23,87.37
